Territorialidades,Esperança de vida ao nascer 2010,Mortalidade infantil 2010,Taxa de analfabetismo - 15 anos ou mais de idade 2010,Produto Interno Bruto per capita 2013,Produto Interno Bruto per capita 2014,Produto Interno Bruto per capita 2015,Produto Interno Bruto per capita 2016,Taxa de mortalidade infantil 2013,Taxa de mortalidade infantil 2014,Taxa de mortalidade infantil 2015,Taxa de mortalidade infantil 2016,Taxa de mortalidade infantil 2017,% de meninas de 10 a 14 anos de idade que tiveram filhos 2013,% de meninas de 10 a 14 anos de idade que tiveram filhos 2014,% de meninas de 10 a 14 anos de idade que tiveram filhos 2015,% de meninas de 10 a 14 anos de idade que tiveram filhos 2016,% de meninas de 10 a 14 anos de idade que tiveram filhos 2017,% de pobres 2010
Rio Novo (MG),75.07,15.2,9.9,7.83,7.85,8.06,7.82,0,0,12.5,0,0,,,,,1.08,11.98
Rio Paranaíba (MG),76.28,13.4,8.74,25.17,26.95,27.13,31.94,0,25.42,0,13.61,0,0.74,1.69,0.72,0.68,0.69,6.3
Rio Pardo de Minas (MG),72.85,18.8,23.43,5.92,6.05,5.18,5.43,12.76,9.35,7.35,10.08,8.06,0.77,0.47,,0.25,0.54,35.87
Rio Pardo (RS),75.75,11.8,8.23,15.09,15.07,15.35,15,2.87,14.67,18.82,8.87,9.95,,,1.41,,0.25,10.91
Rio Piracicaba (MG),72.63,19.2,8.54,36.08,31.53,17.54,16.47,6.29,0,0,13.16,0,,,,0.66,0.63,12.24
Rio Pomba (MG),76.77,12.7,9.03,10.27,10.82,10.89,10.71,5.59,15.71,18.43,17.65,13.95,,,,2.35,,10.38
Rio Preto da Eva (AM),72.12,19.8,11.25,9.41,9.81,10.5,9.45,10.7,29.13,10.23,24.1,4.74,1.6,1.7,2.81,2.17,3.55,35.59
Rio Preto (MG),75.84,14.1,12.26,7.51,7.27,7.14,6.79,64.52,27.78,18.18,0,44.44,,2.78,,,4.44,17.99
Rio Quente (GO),77.66,11,4.85,50.46,53,47.2,45.32,0,22.73,17.86,19.61,17.24,2.33,2.27,1.79,1.96,,6.64
Rio Real (BA),68.74,31.4,24.43,15.03,12.64,12.26,13.49,16.51,17.11,20.62,32.56,16.29,2.2,1.9,1.03,2.09,1.63,41.6
Rio Rufino (SC),73.34,16,9.51,13.3,11.91,12.04,13.34,0,0,29.41,0,0,,,,,,17.29
Rio Sono (TO),71.74,21.7,19.89,6,6.04,5.93,6.08,30.3,0,98.04,33.33,28.99,1.52,,3.92,1.67,4.35,45.36
Rio Tinto (PB),69.51,28.9,26.56,6.72,7.41,6.85,7.16,15.24,21.35,9.29,11.17,19.94,2.44,1.42,2.48,1.4,0.57,40.28
Rio Verde de Mato Grosso (MS),76.11,15.9,11.84,15.06,14.96,14.87,14.5,11.03,11.58,17.6,23.73,17.79,1.47,1.16,0.88,1.69,1.42,8.7
Rio Verde (GO),76.17,11.68,6.45,31.21,28.78,28.12,26.08,13.97,11.44,14.04,15.36,10.98,0.94,0.66,0.56,0.59,0.68,4.43
Rio Vermelho (MG),72.23,20,26.9,5.3,5.33,5.5,5.48,25.48,7.04,13.99,19.11,0,0.64,2.11,,0.64,1.48,44.86
Riozinho (RS),78.11,9,8.39,19.23,19.77,17.57,16.92,20.83,23.26,0,0,0,,2.33,,,,5.18
Riqueza (SC),74.79,13.9,8.43,12.04,14.39,12.89,12.87,,,,,,,,,,1.79,7.99
Ritápolis (MG),73.91,17.1,9.54,7.38,7.62,7.86,8.39,0,0,0,23.81,0,,,,2.38,,11.96
Riversul (SP),72.94,18.1,13.3,6.09,6.35,6.67,6.72,14.71,0,12.05,36.59,15.87,1.47,1.43,1.2,,,25.07
Roca Sales (RS),76.15,11.2,3.1,25.05,28.43,27.7,26.61,44.94,28.85,0,15.75,10.2,1.12,0.96,2.17,,1.02,2.07
Rochedo de Minas (MG),75.92,14,9.44,8.4,7.9,7.31,7.38,34.48,0,0,0,0,,,,,3.57,6.51
Rochedo (MS),74.79,18.2,7.48,17.87,21.28,19.27,22,27.03,18.52,0,22.22,0,,,7.14,2.22,2.78,10.99
Rodeio Bonito (RS),75.53,12,7.93,16.33,17.77,17.34,17.57,0,13.7,12.99,26.32,0,1.25,,,,1.02,6.95
Rodeio (SC),78.34,9.3,3.75,17.28,19.78,15.74,15.07,0,0,7.63,0,15.04,,,1.53,,0.75,1.64
Rodeiro (MG),72.84,18.9,8.15,33.43,37.5,26.41,31.65,18.02,9.01,14.93,8.4,18.87,0.9,,0.75,0.84,0.94,3.33
Rodelas (BA),72.41,20.6,22.16,6.91,7.53,7.38,6.9,7.46,24.39,0,29.07,15.54,,1.22,1.65,1.16,1.04,43.13
Rodolfo Fernandes (RN),70.5,25.2,30.44,5.35,5.3,5.39,5.18,29.85,14.08,0,17.24,0,,,3.45,1.72,1.52,38.54
Rodrigues Alves (AC),69.18,30.4,31.26,7.97,8.19,7.08,6.98,5.51,20.3,15.15,32.89,19.13,1.93,0.76,1.26,1.32,2.46,60.87
Rolador (RS),75.06,12.7,7.8,25.04,22.95,21.31,25.6,0,55.56,0,0,0,4.35,,,,,15.93
Rolândia (PR),74.27,13.7,6.17,26.56,27.59,26.15,25.49,18.12,12.26,18.66,9.06,21.72,1.47,1,0.44,0.68,0.83,2.6
Rolante (RS),74.8,13,6.59,17.23,18.11,17.93,17.37,4.07,10.87,12.1,12.3,3.91,0.41,0.72,0.4,,0.39,3.29
Rolim de Moura (RO),73.46,16.9,9.04,14,14.46,13.89,14.08,11.38,11.62,24.57,10.53,5.19,0.91,0.63,0.75,0.35,0.52,10.77
Romaria (MG),73.78,17.3,8.22,53.82,48.85,23.19,30.41,0,0,26.32,0,30.3,2.5,,,,,2.5
Romelândia (SC),73.01,16.6,11.36,18.51,11.6,9.97,10.41,20.41,21.74,25.64,0,0,2.04,4.35,,,,6.47
Roncador (PR),72.84,16.8,15.55,21.65,22.12,21.67,22.51,12.2,7.04,21.13,12.35,18.29,1.83,1.41,2.11,2.47,,18.25
Ronda Alta (RS),77.03,10.2,7.15,18.07,18.52,17.75,19.51,0,28.85,8.85,10.31,0,0.88,0.96,,1.03,0.9,12.41
Rondinha (RS),75.53,12,4.26,19.82,18.99,21.32,22.3,19.61,16.67,0,0,0,,,,,,3.11
Rondolândia (MT),72.98,18.7,15.4,11.98,12.25,12.39,12.06,0,28.57,0,0,0,,5.71,,2.04,,27.89
Rondon do Pará (PA),72.29,20.5,20.07,6.75,7.47,6.96,6.81,21.87,19.35,23.32,16.27,11.51,2.19,1.64,1.92,1.92,1.97,30
Rondonópolis (MT),74.37,16.4,7.2,27.11,28.42,27.92,28.57,13.79,10.9,8.7,11.86,11.86,0.76,0.77,0.9,0.51,0.58,5.44
Rondon (PR),74.22,14.7,10.67,20.63,21.38,21.67,18.71,0,20.55,8.06,17.09,14.81,0.76,1.37,,,0.74,1.32
Roque Gonzales (RS),75.55,12,7.1,12.56,12.51,56.73,55.8,0,17.86,33.9,14.49,0,,1.79,,,1.27,14.93
Rorainópolis (RR),72.86,17.6,14.57,12.84,12.82,12.37,12.11,9.48,22.62,1.9,33.21,8.88,1.9,2.71,0.38,2.21,1.24,42.66
Rosana (SP),74.1,16.2,7.39,48.65,50.89,66.85,81.78,11.95,0,7.94,3.61,13.04,0.4,1.24,0.4,1.44,,11.37
Rosário da Limeira (MG),73.69,17.4,13.73,6.34,6.84,6.96,7.41,34.48,0,45.45,0,40,,,,,,15.1
Rosário do Catete (SE),68.84,31.3,14.14,54.88,50.75,47.23,33.55,5.56,0,6.33,0,10.93,2.78,2.86,2.53,0.51,1.64,31.42
Rosário do Ivaí (PR),72.27,16.7,19.53,10.1,10.97,11,10.5,61.54,0,0,16.67,0,,,,,1.22,20.67
Rosário do Sul (RS),75.47,12.1,7.63,14.5,14.69,14.76,14.07,16.63,7.5,11.09,11.14,4.33,1.19,1.25,1.11,1.11,1.08,12.68
Rosário (MA),70.11,29,18.1,4.45,5.54,4.79,4.84,13.75,9.66,12.68,15.77,17.48,1.72,1.77,2.69,2.37,1.75,39.7
Rosário Oeste (MT),73.44,17.9,16.93,8.29,10.33,11.11,11.95,10.64,10.58,10.75,29.94,0,,2.65,2.15,0.6,1.09,19.26
Roseira (SP),74.38,15.7,5.32,19.43,17.62,18.06,17.14,12.9,0,6.99,0,37.59,0.65,1.57,0.7,,,7.36
Roteiro (AL),65.3,46.8,38.03,10.36,11.6,9.47,10,23.62,22.39,13.89,35.4,7.41,1.57,2.99,4.86,1.77,1.48,43.61
Rubelita (MG),73.46,17.8,24.43,4.58,5.02,5.01,5.06,0,13.89,12.2,17.54,47.62,,,2.44,,,41.65
Rubiácea (SP),74.17,16,10.85,12.73,12.67,11.81,12.52,0,0,0,0,28.57,3.7,,,,,6
Rubiataba (GO),73.82,14.8,9.99,11.36,13.57,12.25,13.78,13.64,9.05,12,7.69,0,0.45,,0.4,0.38,0.43,7.47
Rubim (MG),73.99,16.9,26.66,5.33,5.41,5.61,5.24,21.05,43.48,37.04,22.22,31.91,1.05,,,1.11,2.13,33.72
Rubinéia (SP),75.64,13.8,7.03,14.02,13.99,13.83,14.63,0,29.41,0,43.48,0,,,,,,2.3
Rurópolis (PA),70.86,24.4,17.78,4.34,4.44,4.44,4.73,12.12,18.77,5.22,18.97,21.9,2.12,1.88,1.04,1.63,1.7,48.07
Russas (CE),72.43,19.8,19.59,8.86,9.4,8.7,8.05,12.67,7.12,9.27,17.47,17.29,1.58,1.32,1.39,0.44,1.32,22.09
Ruy Barbosa (BA),71.18,23.9,22.69,6.21,6.54,6.02,6.55,18.56,10.62,26.97,7.5,19.52,0.93,1.49,1.87,2,0.43,39.83
Ruy Barbosa (RN),71.8,21.6,30.96,5.44,5.5,5.48,5.5,24.39,0,0,0,25.64,2.44,,,,,45.02
Sabará (MG),74.99,15.4,4.96,12.71,12.56,11.82,11.2,17.25,10.24,9.4,10.21,15.72,0.39,0.65,0.55,0.28,0.65,7.08
Sabáudia (PR),75.6,11.9,9.74,39.97,41.81,40.39,35.15,25.32,10.75,9.9,17.39,10.31,2.53,,0.99,0.87,1.03,4.61
Sabinópolis (MG),73.71,17.4,17.69,6.97,6.98,6.81,7.47,40.61,27.32,19.11,5.68,30.49,1.52,,1.27,,,24.5
Sabino (SP),73.76,16.7,8.5,13.74,15.02,12.57,14.24,0,0,0,0,17.86,,3.57,,,1.79,4.13
Saboeiro (CE),67.87,33.3,33.5,3.81,4.27,4.06,4,14.56,15.87,15.46,5.15,22.1,0.97,1.06,,1.03,0.55,50.76
Sacramento (MG),77.25,12.1,6.41,25.58,33.22,33.38,34.6,13.2,12.05,6.45,12.01,0,0.66,0.3,,,,3.73
Sagrada Família (RS),71.9,17.4,13.05,14.76,15.39,14.69,14.46,40,0,0,0,41.67,4,,,,,14.98
Sagres (SP),74.78,15.1,13.47,11.41,11.6,11.1,11.08,27.03,0,0,0,38.46,,,,,,6.29
Sairé (PE),72.05,21.2,33.57,7.91,8.97,9.46,9.84,22.22,0,21.13,0,8.7,0.74,1.74,2.82,,1.74,28.7
Saldanha Marinho (RS),75.48,12.1,5.22,34.43,28.66,29.94,33.44,34.48,0,0,0,0,,,3.7,,,3.09
Sales Oliveira (SP),75.71,13.7,5.02,19.78,19.78,17.97,18.44,6.71,8.33,8.33,8.26,7.52,0.67,,,,0.75,1.84
Salesópolis (SP),74.75,15.1,9.13,8.26,8.81,8.31,7.75,14.71,31.75,27.62,4.9,5.32,0.98,,,,0.53,8.2
Sales (SP),76.56,12.4,10.57,13.22,14,12.54,14.24,0,0,0,0,0,,,,1.75,,4.77
Salete (SC),73.18,16.3,4.53,14.59,17.32,15.23,14.45,31.91,23.26,11.63,10.2,24.1,,1.16,,1.02,,3.15
Salgadinho (PB),69.31,29.5,33.02,4.51,4.53,4.42,4.25,23.81,0,0,0,0,,,,,,42.28
Salgadinho (PE),68.77,30.8,43.21,3.65,3.8,3.58,3.66,0,0,27.78,0,0,,,,1.28,,49.62
Salgado de São Félix (PB),71.2,23.8,36.87,4.97,5.04,5.81,6.46,36.7,37.88,0,7.09,23.08,1.83,0.76,2.59,1.42,0.77,45.74
Salgado Filho (PR),74.83,12.9,10.86,14.59,16.36,15.73,16.64,30.77,0,0,0,0,,1.79,,,,11.41
Salgado (SE),72.35,20.9,27.47,6.27,6.29,6.11,6.22,13.51,7.58,10.79,18.12,6.94,1.01,1.14,,0.72,1.04,36.46
Salgueiro (PE),72.92,18.9,16.25,9.34,10.29,8.99,8.68,14.49,16.11,16.89,18.16,15.2,1.26,1.14,1.16,0.71,0.71,30.1
Salinas da Margarida (BA),68.74,31.4,12.04,7.82,7.59,7.35,7.14,5.68,5.13,17.86,20.13,18.87,1.7,0.51,,1.34,0.63,41.93
Salinas (MG),73.9,17.1,17.28,9.08,8.98,9.31,8.73,13.13,12.52,5.45,15.87,10.25,0.56,0.89,0.55,0.99,0.82,23.1
Salinópolis (PA),72.87,19,11.05,6.02,6.27,6.43,6.98,13.16,12.23,14.24,6.11,9.88,2.78,2.45,2.69,2.14,1.65,27.12
Salitre (CE),68.91,29.9,39.98,4.86,5.7,4.44,4.34,16.23,20.75,7.41,15.56,22.14,0.97,2.49,2.22,4.67,1.85,53.46
Salmourão (SP),75.77,13.6,13.9,9.28,9.1,8.46,8.92,16.67,0,43.48,0,27.03,1.67,4.35,,1.59,1.35,4.11
Saloá (PE),69.61,28.1,35.05,4.95,5.36,5.09,5.06,32.86,24,8.58,29.66,13.64,2.35,0.4,1.29,,0.91,44.12
Saltinho (SC),72.68,17.1,13.98,12.78,11.13,10.83,11.51,0,0,0,25,21.74,,,,,,25.2
Saltinho (SP),76.39,12.7,2.67,18.7,18.48,17.23,16.56,0,34.88,0,0,21.51,,,,,1.08,0.71
Salto da Divisa (MG),75.74,14.2,25.99,9.03,9.09,9.03,8.52,51.28,21.98,0,25.32,24.1,1.28,1.1,1.37,2.53,3.61,33.32
Salto de Pirapora (SP),75.04,14.7,7.85,24.58,25.26,20.03,19.08,16.58,21.38,11.67,13.49,12.94,0.66,0.66,0.83,0.67,0.74,7.99
Salto do Céu (MT),72.82,19,15.24,9.99,11.22,11.35,12.17,0,0,0,18.18,0,,,,,,14.91
Salto do Itararé (PR),75.15,12.5,14.92,11.8,10.41,11.73,11.97,40.82,17.86,16.95,19.61,0,2.04,3.57,,,,10.43
Salto do Jacuí (RS),75.23,12.4,8.57,16.12,15.03,27.36,30.29,0,13.42,16.67,6.49,0,1.35,1.34,,1.3,,12.1
Salto do Lontra (PR),75.36,12.2,9.73,16.04,15.84,15.06,15.48,9.85,15.15,11.49,17.96,4.74,0.49,,0.57,,0.95,8.43
Salto Grande (SP),74.5,15.5,9.75,17.22,14.51,14.87,15.54,22.73,8.62,0,9.26,9.17,0.76,1.72,,0.93,0.92,11.69
Salto (SP),75.19,13.3,3.96,37.49,38.52,37.17,35.76,9.59,12.16,13.23,9.25,7.73,0.58,0.51,0.54,0.25,0.54,3.3
Salto Veloso (SC),77.82,9.9,7.55,20.88,28.38,29.45,25.52,17.24,0,0,17.86,0,1.72,,3.51,,,5.36
Salvador (BA),75.1,14.92,3.97,15.52,15.33,14.31,13.81,17.56,15.87,14.85,15.51,14.56,0.81,0.82,0.72,0.67,0.61,11.35
Salvador das Missões (RS),76.04,11.4,1.87,25.68,24.79,25.78,26.35,0,0,0,34.48,0,,,,,,3.55
Salvador do Sul (RS),75.57,12.8,2.31,29.84,29.11,26.66,24.72,16.39,0,0,0,11.76,,,,,,0.67
Salvaterra (PA),72.6,19.7,9.04,4.38,4.4,4.62,4.54,34.09,25.79,13.26,23.62,15.87,0.57,1.72,2.39,2.62,1.59,42.33
Sambaíba (MA),68.66,33.8,22.05,27.87,26.17,28.23,10.55,30.3,16.13,14.93,15.15,0,,4.84,4.48,3.03,,49.23
Sampaio (TO),66.46,38.5,23.92,5.41,5.2,5.14,5.34,0,11.24,23.26,35.71,0,,1.12,1.16,1.19,1.28,47.28
Sananduva (RS),75.55,12.8,5.53,22.46,21.79,20.63,20.57,6.21,18.29,0,34.68,9.66,0.62,,,1.16,,3.04
Sanclerlândia (GO),74.92,13.3,12.68,12.17,12.91,11.23,10.97,11.9,25.64,0,11.9,10.42,,,1.2,,,6.76
Sandolândia (TO),72.45,19.8,16.58,11.66,12.05,12.72,13.16,76.92,18.87,0,0,0,,3.77,,2.33,2.56,18.46
Sandovalina (SP),73.73,16.8,11.17,67.39,54.35,77.55,95.39,0,0,16.39,0,18.87,,,1.64,2,,11.12
Sangão (SC),76.16,12,7.28,16.54,15.95,15.28,13.79,4.9,4.74,30.46,9.85,4.74,0.49,2.37,1.52,0.49,0.47,1.32
Sanharó (PE),70.47,25.5,25.83,5.12,5.22,4.89,4.63,19.11,22.8,14.97,11.07,17.54,0.32,1.63,0.9,1.48,1.05,41.54
Santa Adélia (SP),75.08,13.5,7.65,14.33,13.61,13.36,13.03,23.67,5.88,12.5,10.58,10.93,0.59,1.18,,0.53,1.64,2.79
Santa Albertina (SP),73.51,17.1,9.98,19.57,20.63,19.48,21.1,0,0,0,46.15,0,1.59,1.18,,,,3.39
Santa Amélia (PR),73.55,14.7,11.19,12.36,10.76,12.31,12.75,0,0,0,0,43.48,,,,,2.17,11.12
Santa Bárbara (BA),71.5,23,22.23,5.66,5.69,5.25,4.86,21.43,10.68,0,5.15,32.26,0.71,0.71,,,,43.86
Santa Bárbara de Goiás (GO),74.9,13.3,12.8,12.89,14.36,10.99,9.82,0,8.77,42.02,19.23,10.75,,,,,,6.89
Santa Bárbara D'Oeste (SP),77.04,10.58,3.67,22.49,21.85,19.15,17.65,9.49,9.88,8.21,10,9.95,0.36,0.3,0.37,0.46,0.25,1.82
Santa Bárbara do Leste (MG),73.01,18.6,13.52,6.05,6.88,6.17,6.42,0,27.78,10.64,8.85,12.99,1.08,,,1.77,1.3,24.16
Santa Bárbara do Monte Verde (MG),74.37,16.3,15.09,9.76,10.11,9.98,8.65,0,29.41,50,0,0,,,,,,21.63
Santa Bárbara do Pará (PA),72.06,21.1,8.39,4.58,5.01,4.87,4.84,6.17,23.46,10.53,14.12,11.59,0.31,1.47,1.75,1.41,2.61,39.11
Santa Bárbara do Sul (RS),75.48,12.1,6.74,49.73,43.65,44.73,48.16,0,17.24,24.79,0,10.53,1.05,,,,1.05,8.47
Santa Bárbara do Tugúrio (MG),73.57,17.6,14.29,8.39,7.26,7.9,7.26,0,0,23.81,0,31.25,,,,,3.13,18.84
Santa Bárbara (MG),73.97,17,5.8,19.89,18.85,16.7,15.12,6.7,11.85,14.96,9.52,14.49,,0.71,0.43,0.24,0.24,12.67
Santa Branca (SP),74.68,15.2,6.86,14.03,13.12,12.53,11.44,0,14.39,23.95,19.48,48.78,,,,,0.61,7.36
Santa Brígida (BA),67.58,35.4,34.08,4.52,4.29,4.27,4.29,23.7,19.23,17.54,5.05,10.81,3.32,1.92,2.19,2.02,2.7,51.75
Santa Carmem (MT),74.64,15.9,8.05,38.16,37.42,36.84,52.03,20.41,33.33,15.87,0,12.2,2.04,,,,,8.3
Santa Cecília do Pavão (PR),75.28,12.3,17.83,18.86,16.83,19.26,20.12,0,0,0,22.73,15.87,,,,,,12.23
Santa Cecília do Sul (RS),75.34,13.1,5.13,29.13,29.87,27.5,28.81,,,,,,,,,9.09,,4.44
Santa Cecília (PB),66.94,37.7,35.61,5.04,5.59,4.99,4.95,11.49,0,0,0,10.42,,,,1.25,,50.59
Santa Cecília (SC),74.12,14.8,9.66,15.76,16.87,15.86,14.36,6.31,11.95,9.74,17.42,3.3,2.21,2.79,0.65,2.09,1.98,10.51
Santa Clara D'Oeste (SP),73.25,17.6,10.78,18.22,16.08,14.64,15.98,0,48.78,0,0,0,,2.44,,,4.76,3.17
Santa Clara do Sul (RS),75.57,12.8,3.88,22.26,28.08,25.49,24.69,0,0,11.76,30.77,12.99,,,,,,1.96
Santa Cruz Cabrália (BA),72.03,21.6,15.81,7.21,7.75,7.65,7.94,14.18,16.87,13.79,0,11.24,0.71,1.45,1.15,0.79,1.35,35.33
Santa Cruz da Baixa Verde (PE),72.14,20.9,26.02,3.96,4.3,4,4.22,17.05,10.99,5.85,16.57,26.46,2.27,0.55,0.58,1.1,0.53,41.67
Santa Cruz da Conceição (SP),77.56,11.1,5.42,23.86,23.12,20.62,19.97,0,27.03,0,30.3,0,,,,,,2.05
Santa Cruz da Esperança (SP),74.89,14.9,5.33,13.64,13.89,13.09,15.97,0,0,0,0,0,,,,,,8.29
Santa Cruz das Palmeiras (SP),73.87,16.5,8.16,9.73,9.58,9.24,9.09,15.8,15.58,17.81,5.14,12.69,1.13,1.56,0.25,1.03,0.51,4.2
Santa Cruz da Vitória (BA),72.17,21.2,24.61,5.18,5.47,5.8,5.41,12.66,17.54,13.16,0,14.93,,1.75,,3.85,,40.13
Santa Cruz de Goiás (GO),74.64,13.7,14.42,26.34,24.43,21.35,23.09,34.48,76.92,0,38.46,0,,,,,,7.2
Santa Cruz de Minas (MG),75.35,14.8,5.2,7.03,6.53,6.91,5.86,23.26,0,12.35,21.74,9.9,,0.98,,2.17,,8.45
Santa Cruz de Monte Castelo (PR),74.83,12.9,12.91,18.61,17.94,17.54,21.48,0,0,0,18.69,7.09,0.96,1.61,0.81,0.93,0.71,5.14
Santa Cruz de Salinas (MG),70.41,23.4,26.74,5.85,6.02,5.67,5.52,25,0,0,0,0,,,,,,42.8
Santa Cruz do Arari (PA),71.51,22.5,11.54,4.75,4.54,4.69,4.35,0,22.73,9.71,12.82,22.47,,2.27,3.88,2.56,3.37,62.21
Santa Cruz do Capibaribe (PE),73.35,17.9,16.01,9.61,10,8.87,8.37,15.66,14.3,18.58,17.96,16.86,0.85,1.14,1.03,1.22,0.66,10.26
Santa Cruz do Escalvado (MG),73.91,17.1,15.48,6.69,6.55,5.73,6.05,0,0,0,0,25,,2.38,2.56,,,23.35
Santa Cruz do Piauí (PI),68.22,33.6,35.88,4.66,4.99,4.87,5.01,26.32,40.54,0,12.66,0,1.32,2.7,,1.27,1.61,33.99
Santa Cruz do Rio Pardo (SP),77,10.9,5.47,25.49,27.43,25.95,27.9,8.82,6.62,15.36,3.55,9.04,0.53,0.83,0.85,0.18,0.15,2.89
Santa Cruz dos Milagres (PI),68.14,33.9,34,4.54,5.22,5.17,5.26,39.22,52.63,0,52.63,54.05,7.84,,,,,44.34
Santa Cruz do Sul (RS),76.1,11.76,3.37,45.06,50.13,44.46,42.18,10.09,7.97,5.83,15.23,11.11,0.42,0.61,0.12,0.24,,3.68
Santa Cruz do Xingu (MT),74.7,15.8,8.93,17.02,29.2,22.87,26.86,0,0,0,0,0,3.57,,3.45,,,15.94
Santa Cruz (PB),71.73,22.4,28.18,4.9,5.1,5.02,5.07,29.85,0,27.78,12.82,31.75,,1.28,,1.28,,30.87
Santa Cruz (PE),68.31,32.3,32.51,4.55,4.75,4.43,4.33,25.97,11.36,23.1,40.18,25,0.43,1.14,,1.34,,53.84
Santa Cruz (RN),70.67,24.7,24.23,7.52,7.84,7.69,7.79,15.36,9.57,8.38,16.34,10.66,2.73,0.96,1.68,0.65,0.71,34.56
Santa Efigênia de Minas (MG),72.57,19.4,19.75,5.22,5.34,5.26,5.44,16.39,0,33.33,18.18,15.87,1.64,1.41,,1.82,,31.64
Santa Ernestina (SP),73.14,17.8,7.09,11.12,10.36,10.21,10.43,16.95,0,45.45,16.95,0,3.39,,2.27,,,2.62
Santa Fé de Goiás (GO),75.84,12.1,12.86,37.29,30.83,32.71,26.15,16.67,12.5,0,0,12.2,3.33,,,,1.22,3.21
Santa Fé de Minas (MG),73.26,18.2,18.53,6.19,6.49,6.28,6.23,0,0,0,0,0,3.7,2.17,,,1.96,32.46
Santa Fé do Araguaia (TO),73.21,18,19.69,9.15,9.39,9.14,10.43,14.49,8.77,22.73,8.7,9.9,1.45,0.88,2.27,0.87,0.99,31.68
Santa Fé do Sul (SP),75.41,13,6.43,21.51,21.68,21.36,20.09,6.21,7.83,11.52,2.83,6.9,1.24,0.78,0.69,0.28,0.23,3.41
Santa Fé (PR),73.5,15.8,8.7,15.71,14.72,14,13.42,8.33,7.14,7.25,7.3,0,0.83,2.14,,0.73,,2.24
Santa Filomena do Maranhão (MA),68.31,35,31.5,4.2,4.68,3.83,3.54,0,15.63,0,18.18,0,3.81,,1.64,3.64,1.14,66.16
Santa Filomena (PE),70.1,26.6,31.93,3.78,4.14,3.83,3.85,5.71,5.41,26.18,20.83,17.96,0.57,2.16,1.05,2.6,1.2,55.58
Santa Filomena (PI),72.34,21.2,24.39,13.21,20.33,23.89,9.72,0,10.1,16.53,21.05,30.3,4.59,1.01,0.83,1.05,3.03,53.49
Santa Gertrudes (SP),75.84,13.5,4.59,47.19,50.59,38.23,34.26,12.35,11.73,8.15,12.05,3.16,0.31,0.59,0.54,0.9,,1.92
Santa Helena de Goiás (GO),74.4,14,12.4,19.9,19.49,16.52,17.82,16.67,17.33,7.58,18.45,12.66,1.3,1.04,1.52,0.37,0.9,5.17
Santa Helena de Minas (MG),68.37,27.8,31.66,4.3,4.51,4.44,4.3,35.4,33.61,10.64,10.53,10.64,2.65,1.68,1.06,4.21,2.13,47.38
Santa Helena (MA),69.73,30.2,22.82,3.91,4.23,3.92,4.17,18.3,6.42,19.23,9.62,5.5,2.5,3.21,2.31,1.73,0.55,46.24
Santa Helena (PB),72.16,21.3,26.11,5.01,5.11,5.26,5.31,0,0,14.29,14.08,14.08,3.17,1.49,,2.82,,36.89
Santa Helena (PR),74.38,13.6,7.7,21.09,21.84,22.03,22.13,6.13,11.76,13.2,15.24,18.62,1.23,1.18,0.33,0.91,0.27,6.48
Santa Helena (SC),74.99,13.6,9.82,17.02,19.16,16.85,19.16,0,0,40,0,35.71,,,,,3.57,6.05
Santa Inês (BA),67.25,36.6,28.26,4.4,4.01,4.12,3.94,55.56,8.33,29.63,14.29,0,2.78,0.83,,3.57,,36.1
Santa Inês (MA),72.25,22.7,17.59,9.04,10.2,9.91,9.75,16.32,17.52,8.82,18.43,11.88,1.44,1.62,1.26,1.38,0.81,24.38
Santa Inês (PB),67.35,36.2,32.15,5.04,5.27,5.13,4.98,0,40.82,0,40.82,46.51,,,2.27,2.04,2.33,48.87
Santa Inês (PR),74.61,13.2,13,16.61,14.99,13.41,16.2,0,0,45.45,80,0,,,,4,,3.38
Santa Isabel do Ivaí (PR),74.04,15,12.08,12.11,12.39,12.63,12.87,0,0,9.43,0,40.82,,0.79,0.94,,,5.2
Santa Isabel do Pará (PA),72.87,19,9.43,6.63,6.67,6.62,6.18,19,20.45,14.37,7.03,13.54,1,0.92,1.44,1.71,0.83,26.13
Santa Isabel do Rio Negro (AM),69.2,27.9,33.11,4.18,4.47,5,3.69,39.43,26.67,9.97,29.51,21.62,3.94,3.11,2.66,1.31,2.43,70.85
Santa Isabel (GO),74.09,14.4,14.03,13.44,13.26,12.88,13.14,0,30.3,0,24.39,0,,3.03,,,,8.58
Santa Isabel (SP),75.02,14.7,7.49,20.51,21.16,19.26,14.82,9.37,14.03,10.06,13.97,9.75,0.27,0.51,0.63,0.98,,7.63
Santa Izabel do Oeste (PR),74.57,13.3,9.78,14.37,13.84,13.37,13.27,0,18.18,0,0,6.25,,0.61,1.16,,1.25,11.23
Santa Juliana (MG),77.06,12.4,7.21,29.65,45.18,37.24,32.43,8.85,15.96,15.63,10.7,10.1,2.65,0.53,2.08,0.53,2.02,2.98
Santa Leopoldina (ES),72.79,17.3,13.26,9.93,10.59,9.77,10.33,9.52,7.87,0,8.2,33.78,,,,0.82,1.35,26.35
Santa Lúcia (PR),72.7,17,12.92,18.82,18.28,16.85,18.41,0,0,0,18.87,0,,,,,,10.05
Santa Lúcia (SP),74.1,16.2,8.04,9.55,8.68,7.8,7.63,0,19.23,0,25,20.2,1.68,0.96,,,2.02,3.91
